COID,CE_ID,Supplier,Address,City,ZIP,Country/Region,Head office,ZIP (head office),Standard,Certificate/Assessment lock date,Lock reason,Certificate/Assessment issue date,Product scopes,Lock history,Next audit to be performed
83450,B254F35A,Citronex Energy Sp. z o.o. Sp. K.,Słowiańska 13,Zgorzelec,59-900,Pologne,,,IFS Logistics,02.07.2025,General close down of company site.,30.08.2024,"2.1.1, 2.1.10, 2.1.11, 2.1.2, 2.1.3, 2.1.4, 2.1.5, 2.1.6, 2.1.7, 2.1.8, 2.1.9, 2.2.1, 2.2.2, 2.2.3",Locked: 02.07.2025,
85756,F480C7A4,Atrium Import GmbH,Düversbrucher Straße 18,Rehden,49453,Allemagne,,,IFS Broker,07.07.2025,"The company Atrium Import GmbH traded in nut butters in consumer packaging, among other things. During a special audit on 3 July 2025, the following non-conformities were identified:
 
 Requirement 5.5.2: KO
 There is no contractual provision specifying how the company is to be notified of incidents at the producers. This meant that essential information about an incident could not be passed on to the customer. In the present case, the first incident occurred at the producer on 13 March 2025. 
 
 Requirement 5.7.2: KO
 On 13 March 2025, the manufacturer produced a batch of nut butter that tested positive for salmonella. The product was withdrawn at the behest of the authorities. The retailer was informed of the blocking by the producer and, according to its own statement, did not inquire about the cause. Even the suspected case of 14 April 2025, which was proven to have come to the broker's attention and involved a product with a manufacturing process comparable in terms of food safety, did not lead to a corresponding root cause analysis with subsequent information being provided to the retail customer. Corrective actions were therefore not taken and fulfilled as quickly as possible.",06.08.2024,"1.5, 1.6, 1.8, 1.9",Locked: 07.07.2025,
85990,E3DCA1CD,"LASCARAY , S.A.","PORTAL DE ARRIAGA, 78",VITORIA (ARABA/ALAVA),1013,Espagne,,,IFS Progress HPC,27.06.2025,"Fire at its premises at PORTAL DE ARRIAGA, 78. 01013 - VITORIA (ARABA/ALAVA), COID: 85990",19.08.2024,"1, 4",Locked: 27.06.2025,
86357,E5F305EC,Lipóti Tóth és Társai Zrt,Robert Bosch út 14.,Hatvan,3000,Hongrie,,,IFS Food,04.07.2025,"4.13.2 Major
 
 During the site inspection, the presence of both live and dead moths was observed at several independent locations, including:
 • on the flour sifter and on the wall in its immediate surroundings,
 • in the area in front of the proofer on line 4 – on the surfaces of proofing baskets, technological equipment, and in the accumulated, uncleared flour layer beneath the stairs,
 • inside the dough mixing bowl.
 Based on these observations, it can be concluded that the current pest control measures are ineffective and do not ensure a pest-free production environment. The implemented pest control system has failed to prevent the appearance and proliferation of pests in the production area
 
 5.11.3. KO
 It was found that the pest control subcontractor repeatedly reported the continuous presence of moths in both the trend analysis and the service reports. The trend analysis included documented recommendations and directions for action to address the issue; however, the company did not implement any meaningful or effective corrective measures:
 - In 2025, no fogging treatments were performed, except for one conducted in the proofing room during the audit.
 - The moth infestation is not confined to a single area; therefore, localized treatments are ineffective – this was also indicated by the pest control provider in the trend analysis.
 2. Further shortcomings of the corrective action system are demonstrated by the recurrence of non-conformities already identified during the previous year's audit, including:
 - improper wearing of hairnets
 - icing in the freezing chamber.
 These cases confirm that the company does not operate an effective corrective action system, and the handling of identified non-conformities does not prevent their recurrence.",19.08.2024,"6, 7",Locked: 04.07.2025,
86464,E8BAA959,Agro Fruta B.V.,Leursebaan 262,Breda,4814 RE,Pays-Bas,,,IFS Broker,10.07.2025,Site closed due to bankruptcy,06.09.2024,"1,5",Locked: 10.07.2025,06.08.2025 - 07.08.2025
86552,C1603FCE,EMBİ GIDA A.Ş,Yenidoğan Mah. Sultangazi Cad. No: 170 Sancaktepe 34791 İSTANBUL,Istanbul,34791,Turquie,,,IFS Food,27.06.2025,"KO 4.18.1:
 During the audit, traceability forms filled in the minced meat preparation area were seen. The beef batch number written on this form was 27.06.2025. However, it was seen that the batch number of the beef that the staff later brought inside was 05.07.2025. The batch changes were not recorded on the form. The traceability forms in the cheese preparation room stated that cheese with batch number 18.11.2025 was used, however, during the audit, it was seen that the staff used cheese with batch number 24.05.2026. During the traceability test conducted during the audit, it was found that the batch number of the flour used in the minced meat ravioli product was written incorrectly, the delivery quantities stated in the shipment forms dated 21.03.2025 did not match the quantities written in the delivery notes - the total quantity written in the delivery notes was 735 packages, the total quantity written in the shipment form was 960 packages - although a total of 80 boxes of product were produced, it was written that 960 boxes were produced. In the micro program used for stock control, although the raw material warehouse exit was 38 kg, it was written in the production forms that 40 kg of meat was used. A traceability test was carried out from raw material to final product for beef with batch number 23.06.2025. However, records regarding which batch number product this raw material was processed into cannot be accessed.
 There are no labels on the packaged soy dumplings in the soy dumpling waiting area.
 
 Major 5.3.2:
 When the minced meat processing room was visited during the audit, it was seen that the room temperature was 26 C. When this step was examined in the hazard analysis, it was determined that the temperature value specified for the room temperature was 6 C. There were 4 boxes of minced meat and minced fat in the room. When their temperatures were measured, it was seen that they were at 17 and 13 C. It was observed that cooling was not sufficient in this room and the temperature increase during the minced meat preparation process was not evaluated and controlled.",23.09.2024,"6, 7",Locked: 27.06.2025,
86919,"4,72E+02",DFM Saveurs .,"Rue de l'Espérance, 36",Fleurus,6220,Belgique,DFM Saveurs .,5140,IFS Broker,11.07.2025,"A Major non-conformity has been raised relative to IFS Broker v3.2 in the audit that ended on 10/07/2025.
 
 Major non-conformity at requirement 4.3.5
 The label on the product of one of the traceability exercises (NP500TRGU, batch 24246 VU - 118538) didn't comply with the specification. On the specification, additives were mentioned as ingredient, on the label only Salmon and salt was mentioned.",01.10.2024,"1,2",Locked: 11.07.2025,
89374,E0E84723,GRAND HOPITAL .,2400 CHEMIN DU PETIT HOPITAL,L'ISLE SUR LA SORGUE,84800,France,,,IFS Food,07.07.2025,"Item : 4.3.2 
 Several regulatory labeling defects have been observed:
 1. During the traceability test, on the pallets of apricots for the customer DIL prepared on 29/06/25, departure 30/06/2025, the variety LIDO was noted whereas several pallets were made with apricots of the variety DELICE COAT. However, according to the marketing standard for apricots (UNECE STANDARD FFV-02), for Class 1, variety labelling is compulsory (""Variety name for Extra Class and Class I. A brand name may not be used. A brand name may only be indicated in addition to the variety name"").
 2. During the 02/07/2025 field audit, an error was noted in the packer code on the labels of 500g cherry trays for customer DLA:
 - Packer code on labels = EMB 84064V
 - Packer code on site = EMB 84054V
 3. During the traceability test carried out on the cherries (Cerise Folfer France cat 1 - 24/26 plastic trays 500g per 8 in IFCO cases - order no. 14570 dated 05/06/2025 - private label customer DLI, via customer COC), the Glocal Gap number corresponds to the EARL GAILET producer number (4049929749085) and not to the Global Gap Chain Of Custody number of the packing station (3760258000012). However, the order was prepared with several suppliers (different from the GAILET producer).",13.08.2024,5,Locked: 07.07.2025,
89440,689AC1EB,EURO PLANTAGO SAS,8 rue récamier,Paris,75007,France,,,IFS Broker,07.07.2025,"Major NC on 4.2.1: 
 Some supplier specifications indicate the presence of possible cross-contamination in mustard and sesame (4 suppliers). Since the end of 2024, Europlantago has carried out control analyses on these 2 allergens (5 psyllium samples analyzed), with 5 positive results for mustard (3.68ppm to 32.7ppm) and none for sesame.
 Traces of mustard are not indicated either on Europlantago data sheets or on psyllium bag labels. Customers concerned by these analyzed products have not been informed. Some customers were informed of the presence of possible traces of mustard allergen through completed customer documents (e.g. MMxx or Exx or Mxxx). On the other hand, other customers were not informed by any seen means of the traces of allergens in the product (Exx or Gxx).
 The information in the product specifications is therefore not complete, up to date or unambiguous.",09.09.2024,"1,1",Locked: 07.07.2025,
89632,BF9A2369,Boudier Fruchthandel GmbH,Lichtenkopfer Weg,Bexbach,66450,Allemagne,Boudier Logistics GmbH,66538,IFS Wholesale / Cash & Carry,03.07.2025,"4.12.1 Major: A closed, brand new snap trap box was located in cold store 1 without any labeling. A record of the daily visual inspection was not kept. The snap trap is not recorded in the service provider's documentation. The snap trap was disposed of directly on site. According to the pest controller's records, the last time an infestation was detected indoors was in Aug. 2024. The origin of the snap trap or a reason for its placement could not be clearly explained in the audit. KO in 5.1.1: No deviations were identified during the internal audit. With regard to the deviations identified during the certification audit, the internal audit was not carried out effectively. KO in 5.11.2: The following corrective actions agreed in the 2024 recertification audit were not implemented in a targeted manner or on time: 4.6.3.2 C Drains in the cold stores were not secured against the entry of pests 4.8.2 C The annual cleaning did not take place until CW 10/2024 but in CW17-2025 and was documented on the weekly cleaning form. During the 2025 recertification audit, despite basic cleaning, there were still considerable old dust deposits on walls in various areas 4.17.2 B The time management and quantity balance were not documented during the internal test. 4.17.1 B A process description for the traceability of the systems was set up and the systems for storage and retrieval were described. The measure was not implemented until 08.05.2025, although the deadline is 10/2024. 6.1.1.1 B The effectiveness of food defense - was not tested until 28.05.2025 instead of Sept. 2024 as agreed. Finding 2025: According to the pest controller's service report dated 26.05.2025, the company was informed on 13.03.2025 that the bait station RKS 33 (inside) is not accessible. No measures have been taken to date. The defect was still mentioned on the report dated 23.06.2025.",09.09.2024,"1.1, 1.10, 1.4, 1.5, 1.7, 1.8",Locked: 03.07.2025,
